90	30.09
91	29.66
92	28.7
93	29.47
94	30.16
95	29.79
96	29.52
97	28.78
98	28.06
99	28.55
00	28.56
01	27.7
02	27.46
03	26.79
04	26.73
05	26.61
06	26.03
07	26.22
08	26.65
09	26.75
10	27.41
11	26.94
12	27.01
13	27.83
14	27.84
15	27.91
